"REF_DATE","GEO","DGUID","Statistics (3)","Gender (3)","Age (15A)","Highest certificate, diploma or degree (16)","Labour force status (8)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.2.11.8.1","147750","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.11.9.1","442210","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.11.10.1","66095","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.2.11.11.1","673235","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.2.11.12.1","414320","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.2.11.13.1","45200","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.2.11.14.1","18625","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.2.11.15.1","163310","","","","0"
"2021","Canada","2021A000011124","Count","Men+","45 to 54 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.2.11.16.1","31780","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.12.1.1","2518595","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.12.2.1","404890","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.2.12.3.1","649445","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.12.4.1","1464260","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.12.5.1","896825","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.12.6.1","365595","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.12.7.1","169305","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.2.12.8.1","196290","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.12.9.1","464895","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.12.10.1","66335","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.2.12.11.1","567435","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.2.12.12.1","348635","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.2.12.13.1","37160","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.2.12.14.1","20585","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.2.12.15.1","128050","","","","0"
"2021","Canada","2021A000011124","Count","Men+","55 to 64 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.2.12.16.1","33020","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.13.1.1","3079765","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.13.2.1","697990","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.2.13.3.1","752485","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.13.4.1","1629295","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.13.5.1","953075","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.13.6.1","439895","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.13.7.1","190780","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.2.13.8.1","249115","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.13.9.1","429890","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.13.10.1","83290","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.2.13.11.1","676220","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.2.13.12.1","381930","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.2.13.13.1","55980","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.2.13.14.1","32030","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Master's degree","Total - Labour force status","","0","units","0","","1.1.2.13.15.1","156205","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 years and over","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.2.13.16.1","50070","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.14.1.1","1910785","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.14.2.1","350730","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.2.14.3.1","498550","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.14.4.1","1061505","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.14.5.1","623090","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.14.6.1","271655","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.14.7.1","116655","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.2.14.8.1","155000","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.14.9.1","298910","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.14.10.1","52530","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.2.14.11.1","438405","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.2.14.12.1","260585","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.2.14.13.1","33685","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.2.14.14.1","18590","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.2.14.15.1","99275","","","","0"
"2021","Canada","2021A000011124","Count","Men+","65 to 74 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.2.14.16.1","26270","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.15.1.1","1168985","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.15.2.1","347260","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.2.15.3.1","253935","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.2.15.4.1","567790","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.15.5.1","329985","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.15.6.1","168240","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.15.7.1","74130","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.2.15.8.1","94115","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.2.15.9.1","130980","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.2.15.10.1","30765","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.2.15.11.1","237810","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.2.15.12.1","121340","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.2.15.13.1","22300","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.2.15.14.1","13445","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Master's degree","Total - Labour force status","","0","units","0","","1.1.2.15.15.1","56930","","","","0"
"2021","Canada","2021A000011124","Count","Men+","75 years and over","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.2.15.16.1","23795","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.1.1.1","15474675","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.1.2.1","2365400","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.1.3.1","4074505","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.1.4.1","9034770","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.1.5.1","4628815","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.1.6.1","830055","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.1.7.1","630185","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.1.8.1","199870","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.1.9.1","3274560","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.1.10.1","524195","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.1.11.1","4405955","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.1.12.1","2956315","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.1.13.1","313310","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.1.14.1","106105","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.1.15.1","916355","","","","0"
"2021","Canada","2021A000011124","Count","Women+","Total - Age","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.1.16.1","113870","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.2.1.1","2019915","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.2.2.1","631945","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.2.3.1","819040","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.2.4.1","568930","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.2.5.1","320830","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.2.6.1","41275","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.2.7.1","30820","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.2.8.1","10455","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.2.9.1","245115","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.2.10.1","34450","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.2.11.1","248100","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.2.12.1","221430","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.2.13.1","11025","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.2.14.1","1810","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.2.15.1","13485","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 24 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.2.16.1","340","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.3.1.1","966965","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.3.2.1","565370","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.3.3.1","366945","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.3.4.1","34650","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.3.5.1","33170","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.3.6.1","5960","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.3.7.1","4325","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.3.8.1","1630","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.3.9.1","24910","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.3.10.1","2305","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.3.11.1","1480","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.3.12.1","1270","","","","0"
"2021","Canada","2021A000011124","Count","Women+","15 to 19 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.3.13.1","205","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.4.1.1","1052950","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.4.2.1","66575","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.4.3.1","452090","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.4.4.1","534280","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.4.5.1","287660","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.4.6.1","35315","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.4.7.1","26495","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.4.8.1","8820","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.4.9.1","220205","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.4.10.1","32145","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.4.11.1","246620","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.4.12.1","220160","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.4.13.1","10820","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.4.14.1","1810","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.4.15.1","13485","","","","0"
"2021","Canada","2021A000011124","Count","Women+","20 to 24 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.4.16.1","340","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.5.1.1","9947925","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.5.2.1","836995","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.5.3.1","2151820","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.5.4.1","6959100","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.5.5.1","3364885","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.5.6.1","606260","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.5.7.1","463865","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.5.8.1","142395","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.5.9.1","2396570","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.5.10.1","362050","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.5.11.1","3594220","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.5.12.1","2368900","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.5.13.1","251645","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.5.14.1","92610","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.5.15.1","787145","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 64 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.5.16.1","93915","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.6.1.1","7304150","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","No certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.6.2.1","498440","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","High (secondary) school diploma or equivalency certificate","Total - Labour force status","","0","units","0","","1.1.3.6.3.1","1366180","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Postsecondary certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.6.4.1","5439525","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Postsecondary certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.6.5.1","2441555","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Apprenticeship or trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.6.6.1","434365","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Non-apprenticeship trades certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.6.7.1","331770","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Apprenticeship certificate","Total - Labour force status","","0","units","0","","1.1.3.6.8.1","102595","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","College, CEGEP or other non-university certificate or diploma","Total - Labour force status","","0","units","0","","1.1.3.6.9.1","1739640","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","University certificate or diploma below bachelor level","Total - Labour force status","","0","units","0","","1.1.3.6.10.1","267545","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Bachelor’s degree or higher","Total - Labour force status","","0","units","0","","1.1.3.6.11.1","2997970","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Bachelor's degree","Total - Labour force status","","0","units","0","","1.1.3.6.12.1","1972795","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","University certificate or diploma above bachelor level","Total - Labour force status","","0","units","0","","1.1.3.6.13.1","207000","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Degree in medicine, dentistry, veterinary medicine or optometry","Total - Labour force status","","0","units","0","","1.1.3.6.14.1","76125","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Master's degree","Total - Labour force status","","0","units","0","","1.1.3.6.15.1","667070","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 54 years","Earned doctorate","Total - Labour force status","","0","units","0","","1.1.3.6.16.1","74980","","","","0"
"2021","Canada","2021A000011124","Count","Women+","25 to 34 years","Total - Highest certificate, diploma or degree","Total - Labour force status","","0","units","0","","1.1.3.7.1.1","2445360","","","","0"
